Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
524326.839506,-0.021214,0.228517,0.284333,-99.000000,0
524326.936863,0.257599,0.313696,0.262530,-99.000000,0
524327.034178,0.169684,0.138819,0.237924,-99.000000,0
524327.131530,0.173759,0.034908,0.284322,-99.000000,0
524327.228880,0.523736,-0.079338,0.203264,-99.000000,0
524327.326201,0.259655,-0.065052,-0.029490,-99.000000,0
524327.423554,-0.109984,-0.052011,0.149239,-99.000000,0
524327.520872,-0.067323,0.169874,0.088375,-99.000000,0
524327.618223,0.025582,0.253781,0.182366,-99.000000,0
524327.715574,0.167873,-0.037946,0.131800,-99.000000,0
524327.812895,0.300109,-0.258890,0.119295,-94.000000,0
524327.910247,0.054396,-0.246920,0.265055,-94.000000,0
524328.007590,-0.026653,0.091578,0.273880,-94.000000,0
524328.104907,-0.086943,0.265369,0.254904,-94.000000,0
524328.202269,0.014977,0.163482,0.229050,-94.000000,0
524328.299589,0.269210,-0.190214,0.212506,-94.000000,0
524328.396940,0.237773,-0.245052,0.042837,-94.000000,0
524328.494291,0.056307,-0.013369,0.062936,-94.000000,0
524328.591612,-0.120857,0.232579,0.184078,-94.000000,0
524328.688963,-0.094468,0.268966,0.139007,-94.000000,0
524328.786314,0.121813,-0.171014,0.135054,-94.000000,0
524328.883635,0.279222,-0.393043,0.226472,-94.000000,0
524328.980986,-0.053014,-0.123176,0.297558,-94.000000,0
524329.078337,-0.114688,0.147357,0.296903,-94.000000,0
524329.175657,-0.148830,0.204529,0.279123,-94.000000,0
524329.273010,0.195889,-0.066760,0.257153,-94.000000,0
524329.370337,0.351360,-0.253037,0.085929,-94.000000,0
524329.467680,0.096946,-0.125709,0.015956,-94.000000,0
524329.565032,-0.152083,0.101585,0.181602,-94.000000,0
524329.662352,-0.186447,0.249789,0.182375,-94.000000,0
524329.759703,0.055536,-0.005079,0.156719,-94.000000,0
524329.857054,0.291104,-0.211726,0.188292,-85.000000,0
524329.954390,0.186578,-0.216580,0.260038,-85.000000,0
524330.051726,-0.003839,0.063903,0.288946,-85.000000,0
524330.149077,-0.202481,0.201926,0.291318,-85.000000,0
524330.246394,-0.036525,0.041774,0.264094,-85.000000,0
524330.343748,0.384553,-0.064143,0.187860,-85.000000,0
524330.441069,0.362035,-0.110839,-0.013302,-85.000000,0
524330.538420,0.151894,0.009221,0.066957,-85.000000,0
524330.635653,-0.135536,0.228452,0.218674,-85.000000,0
524330.732991,-0.110243,0.234354,0.174271,-85.000000,0
524330.830337,0.207704,-0.062237,0.155052,-85.000000,0
524330.927692,0.397495,-0.255490,0.126326,-85.000000,0
524331.025012,0.144965,-0.093618,0.213189,-85.000000,0
524331.122366,-0.080409,0.168517,0.196926,-85.000000,0
524331.219692,-0.075646,0.303339,0.251061,-85.000000,0
524331.317035,0.145189,0.127385,0.221552,-85.000000,0
524331.414386,0.289046,-0.144454,0.066805,-85.000000,0
