Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
524589.423652,0.044326,0.013911,0.083191,-85.000000,0
524589.521010,0.039354,-0.038374,0.167682,-85.000000,0
524589.618331,0.032826,-0.104193,0.075571,-85.000000,0
524589.715682,-0.011680,-0.161179,-0.097633,-85.000000,0
524589.813033,0.015153,-0.110773,-0.291475,-85.000000,0
524589.910353,-0.030128,0.081311,-0.345891,-85.000000,0
524590.007705,0.000125,0.134628,0.225262,-85.000000,0
524590.105042,-0.060026,0.093081,0.204009,-85.000000,0
524590.202403,-0.065105,0.022671,0.191439,-85.000000,0
524590.299728,-0.093400,-0.098369,-0.045242,-85.000000,0
524590.397078,0.035941,-0.028431,-0.484173,-86.000000,0
524590.494429,0.012948,0.258350,-0.098152,-86.000000,0
524590.591750,0.161022,0.180651,0.344065,-86.000000,0
524590.689109,0.045046,0.111292,0.161196,-86.000000,0
524590.786452,0.054519,-0.021010,0.165764,-86.000000,0
524590.883773,0.068910,-0.166577,-0.270722,-86.000000,0
524590.981117,-0.053213,-0.015329,-0.453185,-86.000000,0
524591.078475,-0.098090,0.202793,0.019844,-86.000000,0
524591.175826,-0.119449,0.155346,0.162738,-86.000000,0
524591.273146,-0.019720,0.135630,0.313154,-86.000000,0
524591.370484,-0.018544,0.010375,0.052566,-85.000000,0
524591.467849,0.003016,-0.073458,-0.283272,-85.000000,0
524591.565169,0.180744,0.054687,-0.329835,-85.000000,0
524591.662520,0.100937,0.189570,0.103697,-85.000000,0
524591.759872,-0.067690,0.175423,0.402590,-85.000000,0
524591.857222,-0.059896,0.027392,0.293581,-85.000000,0
524591.954537,0.095917,-0.123144,-0.450951,-85.000000,0
524592.051899,-0.063513,-0.046768,-0.402284,-85.000000,0
524592.149245,-0.106643,0.268615,0.065497,-85.000000,0
524592.246566,-0.033509,0.172794,0.179373,-85.000000,0
524592.343926,0.041711,0.142560,0.313493,-85.000000,0
524592.441268,0.012057,-0.064964,-0.033856,-80.000000,0
524592.538620,0.071619,-0.050185,-0.530952,-80.000000,0
524592.635957,-0.025407,0.254140,-0.378400,-80.000000,0
524592.733287,0.006722,0.243228,0.200736,-80.000000,0
524592.830642,-0.052287,0.167306,0.381196,-80.000000,0
524592.927963,0.045297,-0.015263,0.166798,-80.000000,0
524593.025314,-0.022505,-0.082760,-0.301967,-80.000000,0
524593.122664,-0.068570,0.076942,-0.435701,-80.000000,0
524593.219997,-0.012300,0.205066,0.112335,-80.000000,0
524593.317356,0.022636,0.220453,0.276544,-80.000000,0
524593.414688,0.092852,0.116694,0.255319,-87.000000,0
524593.512038,0.083181,-0.098515,-0.218515,-87.000000,0
524593.609766,-0.044491,-0.051772,-0.514052,-87.000000,0
524593.707098,0.103144,0.258733,-0.148602,-87.000000,0
524593.804449,0.036293,0.248825,0.280400,-87.000000,0
524593.901782,-0.095026,0.239680,0.366262,-87.000000,0
524593.999151,0.022102,-0.099734,-0.012422,-87.000000,0
524594.096471,-0.013983,-0.122392,-0.629110,-87.000000,0
524594.193822,-0.103439,0.235574,-0.282729,-87.000000,0
524594.291174,-0.046787,0.242500,0.286835,-87.000000,0
524594.388494,-0.115091,0.276182,0.316240,-85.000000,0
