Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
522909.734228,-0.025786,0.029426,0.021086,-60.000000,0
522909.831561,-0.142235,0.046160,0.333102,-98.000000,0
522909.928930,-0.120711,0.174344,-0.223432,-98.000000,0
522910.026294,-0.377091,-0.053623,-0.712151,-98.000000,0
522910.123633,-0.432233,-0.099202,-0.426481,-98.000000,0
522910.220983,-0.126554,0.240377,-0.029135,-98.000000,0
522910.318364,0.055415,0.316484,0.222768,-98.000000,0
522910.415715,-0.041631,0.213657,0.244582,-98.000000,0
522910.513067,0.016593,0.077500,0.271217,-98.000000,0
522910.610418,0.045327,-0.041917,0.242918,-98.000000,0
522910.707739,0.013946,0.034274,0.246922,-98.000000,0
522910.805121,0.063734,-0.098388,0.182504,-98.000000,0
522910.902471,0.157457,-0.301588,0.099545,-98.000000,0
522910.999822,0.052216,-0.171408,-0.028821,-98.000000,0
522911.097173,-0.051152,-0.063436,-0.026856,-98.000000,0
522911.194554,-0.135717,0.112574,0.104633,-98.000000,0
522911.291880,-0.067456,0.080726,0.072797,-98.000000,0
522911.389257,0.106487,-0.069331,0.074009,-98.000000,0
522911.486608,0.075053,-0.410742,0.008326,-98.000000,0
522911.583959,-0.103069,-0.176578,0.218916,-98.000000,0
522911.681311,-0.178045,-0.002163,0.221078,-98.000000,0
522911.778661,-0.260884,0.147006,0.235123,-91.000000,0
522911.876012,-0.235324,0.064784,0.192778,-91.000000,0
522911.973368,0.202215,-0.111465,0.211418,-91.000000,0
522912.070745,0.241601,-0.233256,0.123116,-91.000000,0
522912.168096,0.003525,-0.155018,0.001166,-91.000000,0
522912.265447,-0.344200,0.081922,0.122846,-91.000000,0
522912.362798,-0.319707,0.202044,0.067987,-91.000000,0
522912.460150,0.062529,-0.135600,0.112478,-91.000000,0
522912.557500,0.210793,-0.272660,0.140217,-91.000000,0
522912.654878,0.019064,-0.350954,0.283589,-91.000000,0
522912.752233,-0.184239,0.084585,0.174155,-91.000000,0
522912.849584,-0.305285,0.224828,0.157680,-96.000000,0
522912.946935,0.003188,0.055286,0.194035,-96.000000,0
522913.044286,0.162225,-0.217948,0.158553,-96.000000,0
522913.141637,0.054710,-0.351062,0.036854,-96.000000,0
522913.239009,-0.047541,-0.080317,-0.013168,-96.000000,0
