Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
522793.989886,0.020517,0.029253,0.001565,-98.000000,0
522794.087481,0.064423,0.019059,0.010696,-98.000000,0
522794.184832,0.075247,0.019495,0.029954,-98.000000,0
522794.282174,0.049209,0.008561,-0.003878,-98.000000,0
522794.379534,0.049554,0.005046,-0.042148,-98.000000,0
522794.476885,0.050287,0.008179,0.013708,-98.000000,0
522794.574235,0.044880,-0.007271,0.024803,-98.000000,0
522794.671586,0.045181,-0.026756,0.019741,-98.000000,0
522794.768937,-0.001294,-0.028888,-0.112707,-98.000000,0
522794.866288,0.016856,0.047313,-0.173308,-98.000000,0
522794.963653,-0.061387,0.101333,-0.139954,-94.000000,0
522795.060991,-0.148205,0.131794,0.036847,-94.000000,0
522795.158372,-0.063561,0.139458,0.083441,-94.000000,0
522795.255723,0.091263,0.174220,0.119486,-94.000000,0
522795.353074,-0.049112,0.017658,0.015785,-94.000000,0
522795.450425,-0.010677,-0.099589,0.055329,-94.000000,0
522795.547781,-0.024984,-0.096817,-0.084902,-94.000000,0
522795.645128,0.081016,0.025059,-0.162074,-94.000000,0
522795.742478,-0.025989,0.150756,-0.084076,-94.000000,0
522795.839829,0.004101,0.161777,0.054785,-94.000000,0
522795.937181,0.020434,0.100892,0.151108,-92.000000,0
522796.034532,0.039197,0.095152,0.079487,-92.000000,0
522796.131883,0.071615,-0.105638,0.068525,-92.000000,0
522796.229250,-0.015327,-0.027273,-0.202877,-92.000000,0
522796.326586,0.034826,0.050935,-0.256080,-92.000000,0
522796.423966,-0.062849,0.182316,0.011236,-92.000000,0
522796.521317,-0.047736,0.110129,0.165698,-92.000000,0
522796.618669,-0.120354,0.120757,0.081643,-92.000000,0
522796.716015,-0.096414,0.026248,0.009797,-92.000000,0
522796.813371,0.097448,-0.004787,-0.252086,-92.000000,0
522796.910702,0.069408,0.089372,-0.306458,-92.000000,0
522797.008074,0.046277,0.096038,-0.030462,-98.000000,0
522797.105424,-0.012636,0.162206,0.156323,-98.000000,0
522797.202775,-0.017279,0.073192,0.265712,-98.000000,0
522797.300127,-0.021816,-0.055181,0.002127,-98.000000,0
522797.397477,-0.012925,-0.004031,-0.337409,-98.000000,0
522797.494853,-0.061421,0.265219,-0.541951,-98.000000,0
522797.592210,-0.063005,0.170490,0.109393,-98.000000,0
522797.689561,-0.045026,0.133119,0.042790,-98.000000,0
522797.786912,-0.057017,0.061981,0.139384,-98.000000,0
522797.884263,0.015875,-0.036422,-0.040845,-98.000000,0
522797.981615,-0.110407,0.052920,-0.149274,-99.000000,0
522798.078964,-0.071750,0.285286,-0.226071,-99.000000,0
522798.176327,0.071086,0.199474,-0.031283,-99.000000,0
522798.273667,-0.091732,0.150352,0.303509,-99.000000,0
522798.371018,-0.047517,0.033328,0.062710,-99.000000,0
522798.468369,-0.016548,-0.012547,-0.263216,-99.000000,0
522798.565751,-0.050436,0.097410,-0.391821,-99.000000,0
522798.663103,-0.232323,0.236754,0.045258,-99.000000,0
522798.760434,-0.222542,0.218983,0.118383,-99.000000,0
522798.857788,-0.097548,0.089880,0.226272,-99.000000,0
522798.955138,-0.146607,0.027040,-0.115716,-79.000000,0
522799.052397,-0.143004,-0.016965,-0.326401,-79.000000,0
522799.149749,-0.021250,0.072538,-0.254892,-79.000000,0
522799.247100,-0.041885,0.127995,-0.034361,-79.000000,0
522799.344452,-0.139814,0.156456,0.217217,-79.000000,0
522799.441816,-0.159163,0.109265,0.146533,-79.000000,0
522799.539154,-0.155316,0.036830,0.003910,-79.000000,0
522799.636534,-0.150497,0.007389,-0.137735,-79.000000,0
522799.733885,-0.191936,0.115623,-0.382051,-79.000000,0
522799.831211,-0.153391,0.128389,0.012757,-79.000000,0
522799.928588,-0.164410,0.210104,0.174392,-79.000000,0
522800.025940,-0.107711,0.079406,0.216592,-78.000000,0
522800.123292,-0.057116,-0.075869,-0.011973,-78.000000,0
522800.220641,-0.109909,-0.127985,-0.351809,-78.000000,0
522800.317992,-0.080374,0.204248,-0.234050,-78.000000,0
522800.415343,-0.185846,0.123685,-0.057120,-78.000000,0
522800.512695,-0.256571,0.137169,0.249216,-78.000000,0
522800.610076,-0.137245,-0.005631,0.148718,-78.000000,0
522800.707427,-0.168144,-0.161076,-0.317394,-78.000000,0
522800.804762,-0.179672,-0.016403,-0.387282,-78.000000,0
522800.902130,0.027012,-0.083508,0.112033,-78.000000,0
522800.999480,-0.196806,0.152479,0.275204,-80.000000,0
522801.096832,-0.306658,0.135557,0.188612,-80.000000,0
522801.194182,-0.142084,-0.039672,-0.095217,-80.000000,0
522801.291534,-0.328614,0.111774,-0.184882,-80.000000,0
522801.388904,-0.240171,0.170329,-0.125002,-80.000000,0
522801.486258,-0.226677,0.062948,0.040501,-80.000000,0
522801.583592,-0.178718,0.142834,0.208250,-80.000000,0
522801.680968,-0.055690,-0.016524,0.213552,-80.000000,0
522801.778320,-0.062869,-0.160704,-0.118458,-80.000000,0
522801.875670,-0.266355,0.111312,-0.459136,-80.000000,0
522801.973021,-0.198740,0.069164,-0.058106,-72.000000,0
522802.070356,-0.147667,0.093807,0.224917,-72.000000,0
522802.167723,-0.185933,0.038282,0.281063,-72.000000,0
522802.265062,-0.064889,-0.178438,0.161289,-72.000000,0
522802.362426,-0.127618,-0.054250,-0.285124,-72.000000,0
522802.459771,-0.154204,0.167172,-0.213731,-72.000000,0
522802.557128,-0.070655,0.101479,0.008408,-72.000000,0
522802.654479,-0.170887,0.127969,0.312507,-72.000000,0
522802.751856,-0.048305,-0.046752,0.014383,-72.000000,0
522802.849211,-0.197328,-0.087493,-0.248915,-72.000000,0
522802.946563,-0.249658,0.042789,-0.367624,-72.000000,0
522803.043914,-0.231092,0.069869,-0.001242,-77.000000,0
522803.141265,-0.105695,0.103289,0.181780,-77.000000,0
522803.238616,-0.127960,-0.019272,0.189813,-77.000000,0
522803.335965,-0.096969,-0.084598,-0.138209,-77.000000,0
522803.433323,0.088408,-0.021858,-0.305479,-77.000000,0
522803.530670,0.070175,0.168932,-0.102753,-77.000000,0
522803.628020,-0.138651,0.163205,0.175518,-77.000000,0
522803.725402,-0.043863,0.053574,0.269713,-77.000000,0
522803.822738,-0.120124,0.031588,-0.114641,-77.000000,0
522803.920104,-0.075347,-0.052801,-0.364373,-77.000000,0
522804.017340,-0.161409,0.097556,-0.257274,-76.000000,0
522804.114711,-0.099173,0.155737,0.010568,-76.000000,0
522804.212062,-0.121800,0.157753,0.199679,-76.000000,0
522804.309414,-0.105285,0.000137,0.083739,-76.000000,0
522804.406764,-0.078499,-0.090266,-0.166910,-76.000000,0
522804.504116,0.058532,0.046422,-0.294888,-76.000000,0
522804.601480,0.032510,0.131799,-0.028141,-76.000000,0
522804.698813,-0.095617,0.167373,0.198738,-76.000000,0
522804.796199,-0.095351,0.087947,0.329178,-76.000000,0
522804.893550,-0.029871,-0.037603,-0.096614,-76.000000,0
522804.990902,-0.079835,-0.038117,-0.199719,-71.000000,0
522805.088252,-0.102063,0.128857,-0.167867,-71.000000,0
522805.185603,-0.086487,0.169975,-0.029830,-71.000000,0
