Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
525274.864146,0.049495,-0.048874,-0.004413,-87.000000,0
525274.961465,-0.124858,0.067642,-0.093869,-87.000000,0
525275.058817,0.067009,0.022602,-0.019016,-87.000000,0
525275.156138,0.065118,-0.142102,-0.022074,-87.000000,0
525275.253458,-0.059490,-0.111151,-0.027978,-87.000000,0
525275.350792,0.088933,-0.014719,-0.108628,-87.000000,0
525275.448129,0.112338,0.225279,-0.123347,-87.000000,0
525275.545480,-0.467614,0.227053,0.113576,-87.000000,0
525275.642801,-0.152506,-0.046779,0.090889,-87.000000,0
525275.740121,-0.229992,-0.169193,-0.065790,-87.000000,0
525275.837473,0.111347,-0.069718,-0.080995,-96.000000,0
525275.934777,0.231478,0.155370,0.067415,-96.000000,0
525276.032114,0.326988,0.011497,-0.061033,-96.000000,0
525276.129450,0.006305,0.301882,0.001976,-96.000000,0
525276.226785,-0.431442,0.053830,-0.099855,-96.000000,0
525276.324136,-0.334631,-0.457146,0.099084,-96.000000,0
525276.421458,-0.362054,-0.158940,-0.055964,-96.000000,0
525276.518773,0.645660,0.380654,-0.013270,-96.000000,0
525276.616129,-1.006831,0.590005,0.400816,-96.000000,0
525276.713449,-0.282060,-0.055073,0.078210,-96.000000,0
525276.810770,-0.165692,-0.224642,-0.043686,-96.000000,0
525276.908121,0.077933,0.034789,-0.092588,-96.000000,0
525277.005442,0.294537,0.019341,0.023266,-96.000000,0
525277.102792,-0.056264,0.324805,0.006732,-96.000000,0
525277.200096,-0.491145,0.586392,0.054469,-96.000000,0
525277.297433,-0.109535,-0.392684,0.141068,-96.000000,0
525277.394785,-0.517991,-0.553903,0.082021,-96.000000,0
525277.492105,0.055334,0.125271,0.036057,-96.000000,0
525277.589456,-0.226106,-0.079938,-0.155005,-96.000000,0
525277.686778,-0.226402,-0.199711,0.286831,-96.000000,0
525277.784114,-0.107679,-0.298488,0.056795,-96.000000,0
525277.881449,-0.082390,-0.134346,-0.029660,-86.000000,0
525277.978769,0.492427,0.041181,0.113625,-86.000000,0
525278.076089,0.366374,0.037804,0.033578,-86.000000,0
525278.173441,-0.133098,0.458778,0.019588,-86.000000,0
525278.270761,-0.285150,-0.103411,-0.031966,-86.000000,0
525278.368112,-0.420264,-0.569054,0.127698,-86.000000,0
525278.465426,-0.101305,0.574415,-0.251367,-86.000000,0
525278.562753,0.189210,0.695313,0.246958,-86.000000,0
525278.660105,-0.535244,0.100840,0.154044,-86.000000,0
525278.757671,-0.114409,-0.121836,0.086778,-86.000000,0
525278.855022,-0.185110,-0.328717,0.081221,-84.000000,0
525278.952343,0.251453,-0.036376,0.027568,-84.000000,0
525279.049684,0.415731,0.249083,0.188617,-84.000000,0
525279.147014,-0.189521,0.666777,0.146346,-84.000000,0
525279.244322,-0.747417,0.233948,-0.044029,-84.000000,0
525279.341687,-0.256018,-0.535093,0.175329,-84.000000,0
525279.439007,-0.458772,-0.358704,-0.038852,-84.000000,0
525279.536327,0.428442,0.314506,-0.362524,-84.000000,0
