Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
523974.116100,0.071149,0.247306,0.007408,-68.000000,0
523974.213450,0.095548,0.279924,0.020048,-77.000000,0
523974.310771,0.242578,0.065378,-0.080614,-77.000000,0
523974.408137,0.349700,-0.066144,-0.129920,-77.000000,0
523974.505472,0.305684,0.043942,-0.271238,-77.000000,0
523974.602824,0.077569,0.134873,-0.293268,-77.000000,0
523974.700144,-0.024841,0.193384,-0.121806,-77.000000,0
523974.797496,0.101265,0.282475,-0.139259,-77.000000,0
523974.894847,0.241915,0.014647,-0.083656,-77.000000,0
523974.992198,0.297910,-0.119119,-0.114082,-77.000000,0
523975.089522,0.128175,0.020619,-0.021119,-77.000000,0
523975.186870,-0.023209,0.127941,-0.001416,-80.000000,0
523975.284220,-0.211579,0.311724,-0.068137,-80.000000,0
523975.381564,-0.006313,0.204918,-0.048139,-80.000000,0
523975.478892,0.310061,-0.031154,-0.087870,-80.000000,0
523975.576635,0.282883,-0.019282,-0.287478,-80.000000,0
523975.673988,0.037964,0.099208,-0.257588,-80.000000,0
523975.771337,-0.178842,0.290985,-0.062910,-80.000000,0
523975.868688,-0.098626,0.326652,-0.112645,-80.000000,0
523975.966010,0.221425,-0.001774,-0.168317,-80.000000,0
523976.063360,0.312442,-0.227545,-0.106072,-80.000000,0
523976.160711,0.068872,-0.018164,0.011300,-90.000000,0
523976.258048,-0.092293,0.229264,-0.095696,-90.000000,0
523976.355386,-0.076975,0.271038,-0.066656,-90.000000,0
523976.452731,0.108744,0.076800,-0.118245,-90.000000,0
523976.550086,0.340929,-0.152637,-0.204512,-90.000000,0
523976.647436,0.159677,-0.144680,-0.336899,-90.000000,0
523976.744756,0.082790,0.132090,-0.234297,-90.000000,0
523976.842107,-0.103988,0.356458,-0.148656,-90.000000,0
523976.939446,0.021903,0.138117,-0.154670,-90.000000,0
523977.036810,0.256548,-0.183760,-0.186761,-90.000000,0
523977.134161,0.364147,-0.256192,-0.058914,-90.000000,0
523977.231481,0.070910,0.046635,-0.050843,-92.000000,0
523977.328832,-0.180609,0.310412,-0.112237,-92.000000,0
523977.426183,-0.059811,0.237144,-0.128917,-92.000000,0
523977.523534,0.271269,-0.146572,-0.177886,-92.000000,0
523977.620853,0.343942,-0.205546,-0.343008,-92.000000,0
523977.718207,0.044324,0.066644,-0.336523,-92.000000,0
523977.815558,-0.213575,0.258965,-0.228587,-92.000000,0
523977.912908,-0.129502,0.265885,-0.198679,-92.000000,0
523978.010260,0.180258,-0.063140,-0.183326,-92.000000,0
523978.107580,0.270647,-0.241606,-0.114978,-92.000000,0
523978.204946,0.148464,-0.026767,-0.027703,-85.000000,0
523978.302284,-0.192330,0.206407,-0.127811,-85.000000,0
523978.399634,-0.145337,0.359481,-0.199440,-85.000000,0
523978.496967,0.056710,0.053990,-0.132856,-85.000000,0
523978.594305,0.343525,-0.113315,-0.220367,-85.000000,0
523978.691656,0.250357,-0.068441,-0.382756,-85.000000,0
523978.789007,-0.092920,0.178449,-0.268332,-85.000000,0
523978.886326,-0.317228,0.296812,-0.148879,-85.000000,0
523978.983676,0.047529,0.028260,-0.149558,-85.000000,0
523979.081030,0.317147,-0.111995,-0.174745,-85.000000,0
523979.178382,0.271999,-0.087652,-0.038305,-89.000000,0
523979.275732,-0.070837,0.139110,-0.126823,-89.000000,0
523979.373052,-0.253120,0.231882,-0.080710,-89.000000,0
523979.470420,-0.070819,0.214887,-0.127402,-89.000000,0
523979.567766,0.412656,-0.021821,-0.196240,-89.000000,0
