Time,Acc_X,Acc_Y,Acc_Z,RSSI,Unlock Requested
304471.081079,-0.053572,-0.027655,-0.021526,-69.000000,0
304471.178409,-0.024200,-0.136865,-0.100667,-69.000000,0
304471.275751,-0.019395,-0.370229,-0.593069,-67.000000,0
304471.373102,-0.252477,-0.115073,-0.423041,-67.000000,0
304471.470423,-0.134077,0.213440,0.019580,-67.000000,0
304471.567786,-0.420169,0.325722,-0.009527,-67.000000,0
304471.665125,-0.169219,0.175241,0.032350,-67.000000,0
304471.762446,-0.093757,-0.009434,0.005253,-2147483648.000000,0
304471.859796,0.154832,-0.035009,0.011041,-2147483648.000000,0
304471.957149,-0.037230,0.055028,-0.015860,-2147483648.000000,0
304472.054499,-0.021787,-0.008655,-0.037445,-2147483648.000000,0
304472.151819,0.032142,-0.060519,0.002344,-2147483648.000000,0
304472.249167,-0.018259,-0.048120,0.024300,-62.000000,0
304472.346493,-0.027766,-0.062595,-0.009740,-62.000000,0
304472.443843,-0.006120,-0.034965,-0.011886,-62.000000,0
304472.541193,-0.038800,-0.015217,-0.024191,-62.000000,0
304472.638544,-0.052949,-0.014764,-0.086341,-62.000000,0
304472.735865,-0.023938,-0.000747,-0.083857,-62.000000,0
304472.833216,0.011652,0.009101,-0.089161,-62.000000,0
304472.930565,0.001677,0.054236,-0.060259,-62.000000,0
304473.027888,0.007387,0.025129,-0.052453,-62.000000,0
304473.125239,0.028452,0.024274,-0.048972,-62.000000,0
304473.222579,0.061515,-0.030079,-0.015117,-75.000000,0
304473.319942,0.021092,0.024981,-0.005387,-74.000000,0
304473.417270,0.024616,0.029422,-0.000014,-74.000000,0
304473.514609,0.040839,0.006527,-0.010080,-74.000000,0
304473.611940,0.027169,-0.014073,-0.016973,-74.000000,0
304473.709284,0.001331,0.007144,-0.036805,-74.000000,0
304473.806635,-0.004241,0.015903,-0.030747,-74.000000,0
304473.903987,-0.024589,-0.041580,-0.046164,-74.000000,0
304474.001306,-0.011986,-0.009027,-0.014629,-74.000000,0
304474.098658,-0.024606,-0.046959,-0.029281,-74.000000,0
304474.195987,0.019003,-0.004264,-0.010474,-64.000000,0
304474.293360,0.043851,0.071453,-0.000432,-68.000000,0
304474.390680,-0.033066,-0.111602,-0.040085,-68.000000,0
304474.488031,0.023332,-0.058831,-0.024054,-68.000000,0
304474.585383,-0.003929,-0.017731,-0.020088,-68.000000,0
304474.682703,-0.028866,-0.078204,0.004249,-68.000000,0
304474.780051,-0.024441,-0.039391,-0.030502,-68.000000,0
304474.877400,-0.018293,-0.058879,-0.002376,-68.000000,0
304474.974726,-0.015253,-0.120524,0.010902,-68.000000,0
304475.071990,-0.030391,-0.083409,0.029659,-68.000000,0
304475.169340,-0.060460,-0.096969,0.024782,-68.000000,0
304475.266670,-0.050752,-0.052839,0.030337,-72.000000,0
304475.364012,0.044209,-0.093756,-0.009231,-72.000000,0
304475.461363,-0.012381,-0.087175,-0.012402,-72.000000,0
304475.558684,-0.043199,-0.064157,-0.040380,-72.000000,0
304475.656034,-0.043960,-0.055790,-0.028776,-72.000000,0
304475.753385,-0.049315,-0.105857,-0.035066,-72.000000,0
304475.850737,-0.078842,-0.045625,-0.009699,-72.000000,0
304475.948057,-0.046582,-0.079121,-0.013910,-72.000000,0
304476.045405,0.006633,-0.062421,-0.110391,-72.000000,0
304476.142743,-0.033145,-0.004274,-0.062122,-72.000000,0
304476.240080,-0.021368,-0.008120,-0.029029,-70.000000,0
304476.337431,0.046734,0.000078,-0.066155,-70.000000,0
304476.434782,-0.051088,0.031507,-0.020103,-70.000000,0
304476.532102,-0.008492,-0.010336,-0.010493,-70.000000,0
304476.629453,-0.009021,-0.022575,-0.043329,-70.000000,0
304476.726805,-0.014163,-0.063843,0.040685,-70.000000,0
304476.824128,0.049519,-0.026042,0.023552,-70.000000,0
304476.921476,-0.033466,0.012111,0.000611,-70.000000,0
304477.018828,-0.002662,0.008083,0.022201,-70.000000,0
304477.116179,0.093915,-0.026662,0.023217,-70.000000,0
304477.213499,-0.025511,0.018118,-0.031035,-2147483648.000000,0
304477.310846,0.048025,0.069523,-0.036811,-2147483648.000000,0
304477.408193,0.074204,0.048663,-0.028868,-2147483648.000000,0
304477.505541,0.024346,-0.001909,-0.026323,-2147483648.000000,0
304477.602873,0.033322,-0.059174,-0.046756,-69.000000,0
304477.700224,-0.010007,-0.021161,-0.063597,-69.000000,0
304477.797545,-0.012225,0.016141,-0.060192,-69.000000,0
